id,artist_popularity,track_duration_ms,track_explicit,track_popularity,artist_popularity,track_popularity,track_album_release_date,track_danceability,track_energy,track_loudness,track_speechiness,track_acousticness,track_instrumentalness,track_liveness,track_valence,track_tempo
3dPtXHP0oXQ4HCWHsOA9js,76,261013,0,76,0.1714285714285714,0.14545454545454548,0.1814194290644999,0.10879712746858171,0.18222811671087535,0.158391300871512,0.0007212292254625274,0.00035306223272528177,0.00016303317535545025,0.07953941541186892,0.15271739130434786,0.08402096916007235
6PI8OSjXRVqzQA3S8lPnMl,43,204219,0,47,0.05357142857142856,0.057575757575757586,0.19397425756813114,0.04631956912028723,0.1376657824933687,0.14903653953785878,0.2,0.13475795937162058,0.0,0.08898730439917332,0.14619565217391303,0.18021533203935042
7FbrGaHYVDmfr7KoLIZnQ7,75,174253,0,94,0.16785714285714284,0.2,0.19820234414323723,0.14937163375224413,0.10742705570291777,0.10864315983049491,0.0015365318281592975,0.09112341129862081,3.933649289099527e-05,0.09341600236197224,0.13559782608695653,0.06739328787803382
4YfVg2YhY0nDrgj5Fu8NFK,34,96229,0,32,0.021428571428571422,0.012121212121212123,0.18675487164737184,0.03339317773788151,0.17427055702917774,0.11195330614855681,0.008153026026967703,0.002448779229115992,0.004938388625592417,0.0,0.0951086956521739,0.1421008974933227
7lj8qelgOQRSSjZ1uOIOLU,28,211022,0,45,0.0,0.05151515151515153,0.15308837276191847,0.12890484739676838,0.18355437665782492,0.16691452786439595,0.012010034493571653,0.11692653347640435,5.1184834123222746e-05,0.10197815175671687,0.17065217391304346,0.0
3gmn76fCtpDazGMnN0QMHX,66,210600,0,77,0.13571428571428573,0.1484848484848485,0.1966635507298483,0.19999999999999998,0.09973474801061007,0.11556728232189975,0.016306052053935403,0.018308259201802447,0.0,0.021375848833776204,0.17527173913043478,0.06248610627249956
65CAR4xohs4mvni3rjbAUY,54,223773,0,45,0.09285714285714285,0.05151515151515153,0.15994822751132523,0.18779174147217237,0.11087533156498675,0.13010314224034542,0.003606146127312637,0.08231258909157278,1.8009478672985784e-05,0.030528491290227347,0.1899456521739131,0.09217637983377294
2vwzbB62VEfzCARNu9Nrrm,76,259661,0,61,0.1714285714285714,0.1,0.19145753936866328,0.09730700179533212,0.1806366047745358,0.15071559926441194,0.00031357792411414317,0.0022180195998837814,0.0,0.09193976970770595,0.1622282608695652,0.08402926392275918
3mU0DbuWtUX5KCaovOQZVK,68,185920,0,85,0.14285714285714285,0.17272727272727273,0.10813259509599482,0.1601436265709156,0.11193633952254643,0.13061485568081874,0.001003449357165255,0.005679414038366936,0.2,0.08957779746087985,0.10516304347826087,0.08063338807876706
4nmjL1mUKOAfAbo9QG9tSE,60,251266,0,54,0.11428571428571428,0.0787878787878788,0.17622779895016896,0.08294434470377017,0.16763925729442974,0.2,0.01972405142677956,3.8390011044994993e-05,0.0,0.055329199881901395,0.17690217391304353,0.13059440269413897
