id,track_duration_ms,track_key,track_mode,source_type,source_ref,artist_popularity,track_popularity,track_album_release_date,track_danceability,track_energy,track_loudness,track_speechiness,track_acousticness,track_instrumentalness,track_liveness,track_valence,track_tempo,normalized_views,normalized_likes
OVMsbS-sHfQ,0,0,1,seed_query,config_query:global_pop_rotation,0.134,0.134,0.1933497475052205,0.0,0.07142506338663916,0.1868370925757482,0.0,0.0,0.2,0.2,0.11882038550250143,0.1099583059030064,0.0002191230956880651,4.661322066470534e-05
jkPyB-g3asI,256000,10,0,0,0,0.134,0.134,0.06994303623952983,0.13625249076069257,0.2,0.13519218574192515,0.07506312817263815,0.13191237920246968,0.0,0.04319206854875016,0.06378751365171757,0.1650853889943074,0.00021399709765275188,0.0006571210066000934
pvf_Qv4rmLM,255000,6,1,0,0,0.134,0.134,0.1946414123620305,0.11985666482661533,0.2,0.14110525289929837,0.2,0.10665937052202766,0.0,0.1618557248126936,0.19994322476295268,0.18145161290322587,0.00021212266763917894,0.0019907207139000186
0o898kGXux0,2818000,0,1,seed_query,file:data_extraction/seed_queries.txt,0.132,0.132,0.19097003366348214,0.0,0.07142506338663916,0.1868370925757482,0.0,0.0,0.2,0.2,0.11882038550250143,0.1099583059030064,0.0002088889540167258,0.0004038967531837304
GwXVMhVjjCI,164000,0,1,seed_query,curated_builtin,0.132,0.132,0.1871177809692074,0.0,0.07142506338663916,0.1868370925757482,0.0,0.0,0.2,0.2,0.11882038550250143,0.1099583059030064,0.00020808982869284628,0.00032662606798339463
WPR0Yd46y2o,168000,6,0,0,0,0.132,0.132,0.19409542358924342,0.16778514502501574,0.2,0.17418224725788978,0.1129788907489336,0.1332532823583116,0.0,0.07697075824688063,0.04975618998368809,0.12580645161290324,0.00020756885611575456,0.0004342740581217768
Ncu0A9dtieU,5505000,0,1,seed_query,config_query:mood_focus,0.132,0.132,0.131612862439912,0.0,0.07142506338663916,0.1868370925757482,0.0,0.0,0.2,0.2,0.11882038550250143,0.1099583059030064,0.00020693164200225186,0.0001964452416393206
mQezde_qeXw,254000,3,0,0,0,0.132,0.132,0.1946139855139368,0.18065475717728013,0.2,0.1817827219362229,0.08167658392906263,0.1464940815209331,0.0,0.11648216753760154,0.028504744695021962,0.07444168734491316,0.00019902693561473772,0.0015075254536667726
Rn89mUndYbo,256000,5,0,0,0,0.132,0.132,0.1946141141003433,0.1698011420547191,0.2,0.1051640655268079,0.07244661658193162,0.14489834779408195,0.0,0.029108404035994174,0.04858397168843803,0.12580645161290324,0.00019896519698141352,0.001389551581217434
FuzKVhhDJE4,204000,3,0,0,0,0.13,0.13,0.194636732308698,0.1615373354139368,0.2,0.14918306313934415,0.13955478945362562,0.12422858238648066,0.0,0.07861821981718187,0.05520747432212756,0.13752122241086592,0.00017456189800639076,0.0015709482501865234
W6lIvxWfxLI,235000,6,1,0,0,0.128,0.128,0.1945684177939999,0.166831444038036,0.2,0.14780554835317694,0.1084533095869533,0.1552220237404933,0.0,0.05089502190356984,0.18115845426695593,0.12580645161290324,0.00015707201037636043,6.19019301328657e-05
Ct_5ufRlAsw,372000,5,1,0,0,0.128,0.128,0.19460184253042723,0.16790306334105806,0.18958905118463087,0.0630421120580991,0.17468850606756103,0.11709159247888229,0.0,0.12065082847307305,0.15820967008687303,0.056729699666295874,0.00015512277982682697,0.0004398639091402403
IRXl1RoWAo0,210000,0,1,seed_query,file:data_extraction/seed_queries.txt,0.128,0.128,0.1659634547209329,0.0,0.07142506338663916,0.1868370925757482,0.0,0.0,0.2,0.2,0.11882038550250143,0.1099583059030064,0.00014994913873657412,0.000274436337233444
PoHPFLaOPNo,264000,8,0,0,0,0.126,0.126,0.19455464429269764,0.12883686866324906,0.2,0.14502348241558397,0.11053585132044047,0.16065600699175353,0.0,0.02736322340957368,0.0027882018516648456,0.011801730920535014,0.00014852229032197084,7.58298644127605e-05
MTn_bhTVr2U,480000,7,0,0,0,0.126,0.126,0.19439770739431417,0.17841363792196452,0.2,0.10458712506130337,0.168223659399615,0.13625146657651865,0.0,0.13572946157973206,0.02707670315788889,0.06810035842293909,0.00014839449041128454,0.0008999259911729717
nUaQMon-OXo,202000,10,0,0,0,0.126,0.126,0.19459763712254574,0.10856981809263178,0.2,0.16134937510965744,0.06652947858556946,0.13262022047323382,0.0,0.0954573861128521,0.06371626076848569,0.20000000000000007,0.0001468166313669218,0.00014913829244726415
JiNxvNtlBPM,156000,0,0,0,0,0.126,0.126,0.19440264356647258,0.1512071691124468,0.2,0.15353356012342712,0.15351547591392806,0.11783232134015527,0.0,0.17321657913872052,0.06089893389268104,0.15053763440860216,0.00013966772989238539,0.000573113150124521
4BvXZ4Gqnc0,164000,11,1,0,0,0.126,0.126,0.1945761097906715,0.16221760839103627,0.2,0.1540231114515025,0.09768307133959543,0.1512837932676605,0.0,0.02960308852064374,0.18609772322533213,0.13752122241086592,0.0001350113965288443,5.02819772997351e-05
_i39qX86cGY,211000,7,1,0,0,0.124,0.124,0.18659021307745993,0.18225258564551194,0.2,0.11799514123881044,0.07259225052964469,0.1526988704656913,0.0,0.05266421124853565,0.15903475760474606,0.06810035842293909,0.00013176274159330356,7.485597628782532e-05
-yGAMoYkRkE,3727000,0,1,seed_query,config_query:mood_focus,0.124,0.124,0.1391228394319568,0.0,0.07142506338663916,0.1868370925757482,0.0,0.0,0.2,0.2,0.11882038550250143,0.1099583059030064,0.00012485562627332288,0.00022921057362344086
sSUrYVBQegM,136000,2,0,0,0,0.122,0.122,0.19461651508258743,0.18281707076846462,0.2,0.13347714304363004,0.10748808257993701,0.12177369682727064,0.0,0.1966515888252694,0.02853406779599183,0.06810035842293909,0.00011396651005971641,0.0009015669259588215
rWBLVn0pol0,291000,1,1,0,0,0.122,0.122,0.19462159073235058,0.17785803799272215,0.2,0.15944081131850635,0.12177612818699897,0.12119057023314786,0.0,0.12112353914323548,0.15992301644662427,0.06221198156682028,0.00011006024940727672,0.0005527682269666287
9N72OEc9DPI,178000,0,1,0,0,0.122,0.122,0.19458533393302152,0.14750674168630065,0.0,0.0,0.11515112746148821,0.13561093990606207,0.0,0.01765798018260331,0.192722985296998,0.15053763440860216,0.00010939381046125678,0.0010672079527971102
