id,track_name,track_artist_name,youtube_url,track_duration_ms,views,likes,track_album_release_date,track_album_type,track_album_name,artist_genres,artist_popularity,track_popularity,track_explicit,track_danceability,track_energy,track_key,track_loudness,track_mode,track_speechiness,track_acousticness,track_instrumentalness,track_liveness,track_valence,track_tempo,source_type,source_ref
lpl0GvwRNAs,Dime (Audio Oficial),Sur 16,https://youtube.com/watch?v=lpl0GvwRNAs,303000,13425065,48307,2018-11-02T06:00:01Z,single,Dime (Audio Oficial),[],82,82,False,0.5,0.5,0,-10.0,1,0.1,0.5,0.5,0.2,0.5,120.0,seed_query,file:data_extraction/seed_queries.txt
jn83LBk4y9g,✨ 「夜明け前、君の声」| New Original J-Pop 2026 | Official Music,Unknown Artist,https://youtube.com/watch?v=jn83LBk4y9g,248000,5,1,2026-08-02T09:26:49Z,single,✨ 「夜明け前、君の声」| New Original J-Pop 2026 | Official Music,[],0,0,False,0.5,0.5,0,-10.0,1,0.1,0.5,0.5,0.2,0.5,120.0,seed_query,file:data_extraction/seed_queries.txt
IRXl1RoWAo0,SAKE D BINKS ESPAÑOL LATINO OFICIAL #anime #onepiece #manga #musica #arte #netflix #onepiecenetflix,Unknown Artist,https://youtube.com/watch?v=IRXl1RoWAo0,210000,1595709,20572,2023-07-08T02:29:56Z,single,SAKE D BINKS ESPAÑOL LATINO OFICIAL #anime #onepiece #manga #musica #arte #netflix #onepiecenetflix,[],64,64,False,0.5,0.5,0,-10.0,1,0.1,0.5,0.5,0.2,0.5,120.0,seed_query,file:data_extraction/seed_queries.txt
0o898kGXux0,15 GRANDES BOLEROS VOL.1| BOLERO SOUL,Unknown Artist,https://youtube.com/watch?v=0o898kGXux0,2818000,2222925,30276,2025-10-08T21:54:59Z,single,15 GRANDES BOLEROS VOL.1| BOLERO SOUL,[],66,66,False,0.5,0.5,0,-10.0,1,0.1,0.5,0.5,0.2,0.5,120.0,seed_query,file:data_extraction/seed_queries.txt
njZRXRLnV_s,Canción Sin Miedo (Lyric Video/English Version),Vivir Quintana,https://youtube.com/watch?v=njZRXRLnV_s,228000,1044987,16293,2025-03-01T05:00:45Z,single,Canción Sin Miedo (Lyric Video/English Version),[],60,60,False,0.5,0.5,0,-10.0,1,0.1,0.5,0.5,0.2,0.5,120.0,seed_query,file:data_extraction/seed_queries.txt
OVMsbS-sHfQ,"Top 20 Pop Spotify 2026 🔥Rihanna, Bruno Mars, Lady Gaga,Ed Sheeran, Dua Lipa, Selena Gomez, Maroon 5",Unknown Artist,https://youtube.com/watch?v=OVMsbS-sHfQ,0,2331833,3495,2025-12-26T07:26:02Z,single,"Top 20 Pop Spotify 2026 🔥Rihanna, Bruno Mars, Lady Gaga,Ed Sheeran, Dua Lipa, Selena Gomez, Maroon 5",[],67,67,False,0.5,0.5,0,-10.0,1,0.1,0.5,0.5,0.2,0.5,120.0,seed_query,config_query:global_pop_rotation
Q7j2riFSqnw,AFROBEATS 2026 PARTY VIDEO MIX | NAIJA 2026 PARTY VIDEO MIX | AMAPIANO | AFROPIANO | AFROBEAT |NAIJA,Unknown Artist,https://youtube.com/watch?v=Q7j2riFSqnw,3715000,2779601,11128,2025-10-25T13:00:11Z,single,AFROBEATS 2026 PARTY VIDEO MIX | NAIJA 2026 PARTY VIDEO MIX | AMAPIANO | AFROPIANO | AFROBEAT |NAIJA,[],68,68,False,0.5,0.5,0,-10.0,1,0.1,0.5,0.5,0.2,0.5,120.0,seed_query,config_query:global_pop_rotation
HMIyjFm3d80,Trending Kpop Songs 2026 Week 2 May,TOP KPOP PLAYLIST 2026,https://youtube.com/watch?v=HMIyjFm3d80,8928000,256198,3132,2026-05-07T01:00:15Z,single,Trending Kpop Songs 2026 Week 2 May,[],48,48,False,0.5,0.5,0,-10.0,1,0.1,0.5,0.5,0.2,0.5,120.0,seed_query,config_query:global_pop_rotation
lAzVxWhZe_Q,"Indie Playlist (Acoustic, Folk, Slow, Chill, Alternative, Hipster) Session 1",Unknown Artist,https://youtube.com/watch?v=lAzVxWhZe_Q,4386000,52,2,2017-11-29T13:50:05Z,single,"Indie Playlist (Acoustic, Folk, Slow, Chill, Alternative, Hipster) Session 1",[],0,0,False,0.5,0.5,0,-10.0,1,0.1,0.5,0.5,0.2,0.5,120.0,seed_query,config_query:mood_focus
Ncu0A9dtieU,"1.5 Hours of EDM Workout Motivation Mix 🔥 1.5 Hours of Best Music for Gym, Fitness, Running",Unknown Artist,https://youtube.com/watch?v=Ncu0A9dtieU,5505000,2202096,14726,2020-06-01T11:15:00Z,single,"1.5 Hours of EDM Workout Motivation Mix 🔥 1.5 Hours of Best Music for Gym, Fitness, Running",[],66,66,False,0.5,0.5,0,-10.0,1,0.1,0.5,0.5,0.2,0.5,120.0,seed_query,config_query:mood_focus
