id,track_name,track_artist_name,youtube_url,track_duration_ms,views,likes,track_album_release_date,track_album_type,track_album_name,artist_genres,artist_popularity,track_popularity,track_explicit,track_danceability,track_energy,track_key,track_loudness,track_mode,track_speechiness,track_acousticness,track_instrumentalness,track_liveness,track_valence,track_tempo,song_info,track_name_polarity,track_name_subjectivity,normalized_views,normalized_likes
9qkpcLK422o,IVE 아이브 'BANG BANG' MV,Unknown Artist,https://youtube.com/watch?v=9qkpcLK422o,185000,5343820,236870,1770627671.0,single,IVE 아이브 'BANG BANG' MV,[],74,74,0,0.8277879801968899,1.0,4,-10.739274978637695,1,0.5222617653747393,0.7688042718657839,0.0,0.10193206276744604,0.7346793592201324,151.99908088235293,ive 아이브 'bang bang' mv unknown artist,negative,medium,0.002489894691511753,0.015782935458563633
Jgq3DPuouJE,"Latinoamérica (Audio) ft. Totó la Momposina, Susana Baca, Maria Rita",Calle 13,https://youtube.com/watch?v=Jgq3DPuouJE,303000,5282951,45476,1410850804.0,single,"Latinoamérica (Audio) ft. Totó la Momposina, Susana Baca, Maria Rita",[],74,74,0,0.9295098755241002,1.0,9,-18.791011810302734,1,0.5439952288260758,0.7576481383655931,0.0,0.05867872992530465,0.627759029245161,95.703125,"latinoamérica (audio) ft. totó la momposina, susana baca, maria rita calle 13",neutral,low,0.0024612946332807583,0.003015837767659688
1FVF-9KQiPo,Opalite,Taylor Swift,https://youtube.com/watch?v=1FVF-9KQiPo,360000,5199262,394356,1770555602.0,single,Opalite,[],74,74,0,0.9209244132043265,0.8298371732234955,0,-23.662052154541016,1,0.5975235821157809,0.7886323706817285,0.0,0.03483021049760282,0.6777988943977408,123.046875,opalite taylor swift,neutral,low,0.002421972313655108,0.02628817150018301
GJP9ZTsgxJs,Gasolina,Daddy Yankee,https://youtube.com/watch?v=GJP9ZTsgxJs,193000,5135245,38775,1708398010.0,single,Gasolina,[],74,74,0,0.9377824728617404,1.0,5,-16.45552635192871,1,0.4518499445480111,0.7760584665358786,0.0,0.057351566851139,0.6249974800196182,95.703125,gasolina daddy yankee,neutral,low,0.0023918931283921072,0.0025688419285699185
h7oSlZL0tEM,Before He Cheats,Carrie Underwood,https://youtube.com/watch?v=h7oSlZL0tEM,196000,4987669,20606,1739029126.0,single,Before He Cheats,[],73,73,0,0.825330588354914,1.0,1,-11.94444465637207,1,0.5167353015614353,0.7573940033631987,0.0,0.0525804683566093,0.7363908994955202,151.99908088235293,before he cheats carrie underwood,neutral,low,0.0023225527056235837,0.001356863507375765
V1Z586zoeeE,As It Was (Audio),Harry Styles,https://youtube.com/watch?v=V1Z586zoeeE,166000,4252020,204702,1653020324.0,single,As It Was (Audio),[],72,72,0,0.7571077453846145,1.0,11,-10.221630096435549,1,0.4745084163861087,0.8403780281337215,0.0,0.0629860609769821,0.7239432957799418,172.265625,as it was (audio) harry styles,neutral,low,0.0019768988549348416,0.013637141972242233
TBkpoTbJAsI,Last Night (Audio Only),Morgan Wallen,https://youtube.com/watch?v=TBkpoTbJAsI,164000,4097697,29137,1675141220.0,single,Last Night (Audio Only),[],72,72,0,0.9507951750424588,1.0,6,-13.998875617980955,0,0.6017983317372344,0.8016285533424466,0.0,0.0554926097393035,0.236474466998633,103.359375,last night (audio only) morgan wallen,neutral,medium,0.0019043882701317108,0.0019259310350992127
fAuT8_dboWo,Creep (Remastered) (Audio),Radiohead,https://youtube.com/watch?v=fAuT8_dboWo,240000,3784180,46693,1561251911.0,single,Creep (Remastered) (Audio),[],71,71,0,0.9194795021617528,1.0,7,-18.1929988861084,1,0.5918036851154207,0.8065231340250214,0.0,0.033990811090916395,0.6135918423962469,92.28515625,creep (remastered) (audio) radiohead,neutral,low,0.0017570784004705242,0.003097018775893123
3rg0p23brQ0,"Myke Towers, Westcol, Ovy On The Drums",W Sound 23 “5 Estrellas”,https://youtube.com/watch?v=3rg0p23brQ0,191000,3185462,192817,1770249606.0,single,"Myke Towers, Westcol, Ovy On The Drums",[],70,70,0,0.9004311506935393,1.0,7,-12.583749771118164,1,0.4916538341433496,0.7637838330956759,0.0,0.10115789249539375,0.6938308625356486,129.19921875,"myke towers, westcol, ovy on the drums w sound 23 “5 estrellas”",positive,medium,0.0014757632866368043,0.012844343054531158
LoElk8clGVg,Die For Me,ZAYN,https://youtube.com/watch?v=LoElk8clGVg,180000,2403610,193179,1770354006.0,single,Die For Me,[],67,67,0,0.7943175108224405,1.0,7,-12.431136131286621,0,0.4848930064497574,0.7870690823153461,0.0,0.05808309093117714,0.14428678439182852,56.17357336956522,die for me zayn,neutral,low,0.0011084003805923537,0.012868490568894761
WxKkHSfwN4c,Birthday feat. Burna Boy & Steel Banglez,Fredo,https://youtube.com/watch?v=WxKkHSfwN4c,166000,2389237,23337,1769796399.0,single,Birthday feat. Burna Boy & Steel Banglez,[],67,67,0,0.9420717339063842,1.0,7,-12.611162185668945,1,0.5651986631196692,0.7934011910095908,0.0,0.10650182142853737,0.6377085713485614,103.359375,birthday feat. burna boy & steel banglez fredo,neutral,low,0.0011016470474185856,0.0015390371585553143
jkPyB-g3asI,Good Vibrations,Unknown Artist,https://youtube.com/watch?v=jkPyB-g3asI,256000,2277284,49257,1415477110.0,single,Good Vibrations,[],67,67,0,0.8248324767657982,1.0,10,-16.58001708984375,0,0.4251684741421704,0.7650146607086277,0.0,0.0469750165939331,0.3352478008937058,151.99908088235293,good vibrations unknown artist,positive,medium,0.0010490445351523327,0.0032680525516618395
pvf_Qv4rmLM,Two Six,J. Cole,https://youtube.com/watch?v=pvf_Qv4rmLM,255000,2257337,149220,1770410473.0,single,Two Six,[],67,67,0,0.7857440408990266,1.0,6,-15.826640129089355,1,0.96638668560232,0.7142808511315347,0.0,0.1627759449183941,0.7428578723302698,161.4990234375,two six j. cole,neutral,low,0.0010396721886124906,0.009936168513895928
